date,headline,abstract,document_type,type_of_material,news_desk,section_name,subjects
2/23/1925,NEW EAR TRUMPET SAID TO AID THE DEAF; Dr. Eldred's Invention Based on the Principle of Providing Noise Like Trains.,Invents ear trumpet to aid the deaf,article,Archives,None,Archives,"['NAVY AND MARINE MEMORIAL', 'JEFFERSON DEMOCRATIC ASSN', 'HAYES , PATK JOS', 'MILBURN, JNO G', 'ANSELMO, MICHL', 'ELDRED , BYRON E', 'Deafness']"
2/25/1925,"AIR TRIP RESTORES HEARING; Swift Drop of 5,700 Feet Cures Man Who Was Nearly Stone Deaf.","Air trip restores hearing to S Brbdjar of West Palm Beach, Fla",article,Archives,None,Archives,['Deafness']
3/26/1925,AMPLIFIERS FOR THE LORDS.; Installation Is Proposed to Enable Deaf Peers to Hear.,Installation in House of Lords planned,article,Archives,None,Archives,"['England', 'PARLIAMENT', 'Deafness', 'SOUND AMPLIFIERS']"
3/29/1925,DOCTORS EXPLAIN WHY DEAF CAN HEAR RADIO PROGRAMS; If Auditory Nerve Is Not Entirely Destroyed It Will Respond -- Muscles of the Inner Ear Strengthened by Listening In,Why deaf persons can hear radio programs,article,Archives,None,Archives,"['N J', 'N J', 'Paderewski, Ignace Jan', 'PROHIBITION', 'Radio', 'Deafness']"
3/29/1925,"WILL BLACKLIST 'TIRESOME STORIES'; Gertrude Atherton, Sailing, Says She Won't Add to List of Hackneyed Books.",Sails for Eur; int,article,Archives,None,Archives,"['N Y HEART ASSN', 'ATHERTON , GERTRUDE', 'Blindness']"
4/1/1925,"WELLESLEY GETS $400,000.; Raises $300,000 to Go With $100,000 Harkness Gift for Dormitory.","$400,000 raised",article,Archives,None,Archives,"['AMER JEWISH ASSN FOR THE BLIND', 'LEAGUE FOR AMER CITIZENSHIP', 'Wellesley College', 'FINLEY , JNO HUSTON', 'Blindness', 'DORMITORY FUND']"
4/3/1925,"CHARITIES LAUNCH WELFARE COUNCIL; Representatives of 2,000 Bodies Spending $80,000,000 Adopt Plan to End Waste. GOVERNOR WIRES APPROVAL Robert W. DeForest Says the Best Ideas of 46 Proposals Have Been Adopted. FIRST DIRECTORS CHOSEN Coordination Committee Reports to 1,400 Delegates at a Dinner in Pennsylvania Hotel.",5th anniversary dinner,article,Archives,None,Archives,"['WELFARE COUNCIL OF N Y', 'WELFARE COUNCIL OF N Y C', 'DE FOREST, ROBT W', 'SMITH , ALF EMANUEL', 'Deafness', 'AUDIPHONES', 'BETTER TIMES']"
4/12/1925,COTTON WORKERS GAIN.; Hourly Earnings In 1924 Exceeded 1913 By 151 Per Cent.,"Natl Com for Prevention of Blindness receives anonymous gift of $6,000",article,Archives,None,Archives,"['NATL COM FOR PREVENTION OF BLINDNESS', ""TEXTILE WORKERS' WAGES"", 'Blindness', 'GIFTS AND BEQUESTS']"
5/10/1925,"CHILD DIVES IN PLANE.; Drop of 5,000 Feet Fails to Cure Connecticut Girl of Deafness.","Girl, J C Moore, dives 5,000 ft in airplane at Middletown, Conn, in unsuccessful effort to cure her",article,Archives,None,Archives,['Deafness']
6/19/1925,Missionary Blinded on an Errand of Mercy; Loses Sight of an Eye in African Sandstorm,"Dr H Buchanan, medical missionary in Africa, loses sight of one eye in sandstorm",article,Archives,None,Archives,"['AFRICA', 'BUCHANAN , HOWARD', 'MISSIONS AND MISSIONARIES', 'HEROISM', 'Blindness']"
6/24/1925,"DOCTOR QUESTIONS MILK'S FOOD VALUE; Its Use by Adults May Injure More Than Help Man, Dr. Sutherland Tells Homeopaths. CALLS IT UNNATURAL FOOD Suggests It May Cause Brain Defects in Children -- Wants Substitute to Aid Mental Power.",Proposal that use of narcotics be limited to medical profession approved by resolution of Amer Inst of Homeopathy,article,Archives,None,Archives,"['N Y C', 'AMER INST OF HOMEOPATHY', 'INTERNATL NARCOTIC EDUCATION ASSN', 'SUTHERLAND , JNO PRESTON', 'HOOKER , EDW BEECHER', 'HARKNESS C A', 'KENNEDY, HARRY H', 'PORTER , STEPH G', 'DIVORCE, SEPARATION, AND ANNULMENT SUITS', 'Milk', 'FOOD VALUES', 'CHILDREN', 'NUTRITION', 'DRUG TRAFFIC', 'SUPPRESSION', 'Women', 'Color Blindness']"
6/27/1925,Germans to Confer Today.,Vision restored to B Delobowsky by use of local anesthetic in operation on brain,article,Archives,None,Archives,"['LUTHER , HANS', 'FRANK , L J', 'DELOBOWSKY, BENJ', 'SURGICAL OPERATIONS', 'Brain', 'Blindness']"
7/13/1925,SEEKS AID FOR THE BLIND.; Association Appeals for Contributions to Vacation Fund.,Appeals for aid for vacation fund of N Y Assn for the Blind,article,Archives,None,Archives,"['N Y ASSN FOR THE BLIND', 'FINLEY , JNO HUSTON', 'Blindness']"
8/2/1925,HELP TO MAKE BRAILLE BOOKS FOR THE BLIND; Volunteers Are Organized By Red Cross Throughout Country to Aid Sightless Soldiers.,E A Beals discusses possibility of long-range forecasts based on behavior of trade winds,article,Archives,None,Archives,"['RED CROSS SOC', 'BEALS, EDW A', 'BLIND SOLDIERS', 'BLIND SOLDIERS', 'Blindness', 'Weather', 'FORECASTING']"
8/16/1925,JAIL 'DUELIST' FOR MURDER.; Harlan Police Hold Man and Widow of Slain Kentuckian.,G C Liebers gives picnic for 45 children from Home for the Blind at 233d St and Eastchester Rd,article,Archives,None,Archives,"['KY', 'HARLAN', 'HOME FOR THE BLIND', 'LIEBERS, GEO C', 'CARTER, ISAAC', 'DUELING', 'Blindness']"
9/2/1925,"WHY TEARLE REFUSED $300,000 IN OUR FILMS; London Actor Found the Hustle of Our Big American Movies Too Much for Him.",Master Inst of United Arts to give scholarships in music for the blind,article,Archives,None,Archives,"['MASTER INST OF UNITED ARTS', 'TEARLE, GODFREY', 'KAHN, ROGER WOLFE', 'Music', 'Jazz', 'Blindness']"
9/6/1925,"HADASSAH ENLARGES SCOPE IN PALESTINE; Health Council Secretary Reports on Medical Organization's Progress in Two Years. HOSPITAL BEDS INCREASED 15,000 School Children Examined In 1924 -- Extensive Maternity Aid Provided.","Report by Dr A Kaznelson, Sec, on progress of Hadassah Medical Organization in last 2 yrs",article,Archives,None,Archives,"['PALESTINE', 'PALESTINE', 'AMER FOUNDATION FOR THE BLIND', 'HADASSAH MEDICAL ORGANIZATION', 'N Y UNIV', 'Blindness', 'JEWS', 'JEWS']"
9/20/1925,"POWERS UNLIKELY TO COERCE CHINA; Military Intervention, It Is Estimated, Would Take Ten Years and Cost $3,000,000,000. OUR INTEREST CONSIDERED Policy of Friendship for China Believed to Be the Right One in the Present Case. LEADERS LOOKING TO US Are Convinced That Washington Is In a Position to Swing the Balance For or Against Them.",Art on possibility of foreign military intervention; Amer interests considered; U S in position to swing balance for or against China,article,Archives,None,Archives,"['China', 'Nationalist Movement', 'Blindness', 'EXTRA-TERRITORIALITY']"
9/27/1925,"FINE GERMAN BOOKS TO BE SHOWN HERE; Publishers Association Arranges Exhibition of 15,000 at Columbia. RUNS FROM OCT. 5 TO 17 Collection Contains Works on Wide Variety of Subjects as Well as Art Prints.","Master Inst of United Arts awards scholarship to L Cannon, blind girl, to study music",article,Archives,None,Archives,"['CANNON, LEILA', 'Books and Literature', 'GERMAN', 'Blindness']"
10/1/1925,"Sees for Two Hours, Then Dies, After 39 Years of Blindness",W Seldonridge regains sight for 2 hrs before he dies of apoplexy,article,Archives,None,Archives,"['SELDOMRIDGE, WM', 'Blindness', 'REGAINING OF SIGHT']"
10/5/1925,CATHEDRAL STONE TO BE LAID NOV. 9; Governor Smith to Be a Speaker at Civic and Religious Meeting at St. John's.,Bishop Manning receives stone to be placed in Cathedral or St John the Divine,article,Archives,None,Archives,"['ST JOHN THE DIVINE, CATHEDRAL OF, N Y C', 'SULGRAVE MANOR', 'Blindness', 'BOOKS FOR THE BLIND']"
10/7/1925,"BLIND COUPLE WED; FRIENDS 20 YEARS; Knew Each Other When Both Had Their Sight, but Drifted Apart. MUSIC RENEWED ROMANCE Bridegroom Wooed Bride Dally at Piano After Long Hours of Broommaking.","J L Bennett marries Eva Brasseur, both blind",article,Archives,None,Archives,"['BENNETT, JOS L', 'Blindness', 'MARRIAGE', 'MARRIAGE AND MARRIAGES']"
10/8/1925,RECITAL BY BLIND ORGANIST; Dr. Alfred Hollins of Edinburgh Stirs Audience at Wanamaker's.,Sails on world tour,article,Archives,None,Archives,"['HOLLINS, ALF', 'Heifetz, Jascha', 'Blindness', 'MUSICIANS']"
10/22/1925,Musical Instruments for the Blind.,Lr from N Y Assn for Blind appealing for violins and violas for use in Lighthouse Music School,article,Archives,None,Archives,"['LIGHTHOUSE MUSIC SCHOOL', 'N Y ASSN FOR THE BLIND', 'N Y S ASSN FOR THE BLIND', 'Blindness', 'Musical Instruments']"
11/2/1925,"DIES SEEKING AIR CURE.; Deaf Mute, Going Up in Plane, Is Killed With Aviator in Fall.","Gibson, P, deaf mute, and pilot, H. H. Caulkins, killed in flight seeking cure for deafness",article,Archives,None,Archives,"['KAN', 'GIBSON, PAUL', 'Deafness', 'ACCIDENTS', 'AERONAUTICS']"
11/6/1925,"DEAF, THEY 'HEAR' WITH FINGER TIPS; Nine Children in Tests Demonstrate Methods of Responding to Sound Impressions. TOUCH PIANO TOP AND SING Understand Questions by Placing Hand on Speaker's Face -- Microphone Carries Responses.","9 pupils presented by Director Goldstein in demonstration of methods of responding to sound impressions, at N Y Academy of Medicine",article,Archives,None,Archives,"['New York Academy of Medicine', 'CENTRAL INST FOR THE DEAF OF ST LOUIS, MO', 'Deafness']"
11/13/1925,MRS. HEWITT IS HOSTESS.; Guests Hear at Colony Club of Work for the Allies' War Blind.,Mrs C Hewitt gives luncheon to report on work,article,Archives,None,Archives,"['PHARE DE FRANCE', 'HEWITT , PETER COOPER', 'FINLEY , JNO HUSTON', 'Blindness', 'PHARE DE FRANCE']"
11/15/1925,COAL STRIKE BATTLE LINES TENSE AND FIRM; Observers Find a Quiet Atmosphere in the Anthracite Region -- Both Sides Well Equipped With the Sinews of War -- Little Coal Is Left,"Coal strike battle lines tense and firm, by E Clark",article,Archives,None,Archives,"['France', 'CLARK, EVANS, SP ARTS AND REVIEWS', 'BEGGARS AND BEGGING', 'COAL STRIKES', 'NATION-WIDE', 'Blindness', 'Coal', 'SPECIAL ARTICLES']"
11/27/1925,"OLD VANDERBILT HOME SCENE OF TEA DANCE; More Than 4,000 at Benefit -- Miss Morgan Sells Tickets -- Sale for Blind to Be Held There.",N Y S Comm for Blind to hold sale at Vanderbilt House,article,Archives,None,Archives,"['VANDERBILT, WM KISSAM', 'Blindness']"
11/27/1925,"CRITICIZES MODELS OF LEE AND JACKSON; S.K. Winn Says Figures for Stone Mountain Memorial Are Not True to Life. ASKS FOR PUBLIC PROTEST Dr. Alderman Agrees That Statue of Confederate Hero Is ""Thoroughly Unsatisfactory.""",Derailed car blocks Lexington Av subway in Bklyn,article,Archives,None,Archives,"['New York City', 'TRANSIT', 'SMITH, ROBT', 'WINN, S K', 'ALDERMAN , EDWIN ANDERSON', 'STONE MT MEMORIAL TO THE CONFEDERACY', 'Blindness', 'PEDLERS', 'TIE-UPS']"
12/1/1925,GERMAN ARTISTS PLAN HOME PICTURE LOANS; Adopt a Circulating Library System for Paintings and Sculpture.,Artists plan home loans of paintings and sculpture by circulating library system,article,Archives,None,Archives,"['Germany', 'NATL COM FOR PREVENTION OF BLINDNESS', 'GUILBERT, HARRY', 'Blindness', 'PREVENTION', 'ACCIDENTS', 'PREVENTION', 'ACCIDENTS', 'INDUSTRIAL', 'PREVENTION', 'Art']"
12/19/1925,Work for the Blind.,Lr on work of the Lighthouse Assn for the blind,article,Archives,None,Archives,"['LIGHTHOUSE, N Y C', 'N Y S ASSN FOR THE BLIND', 'MATHER , WINIFRED HOLT', 'Blindness']"
12/31/1925,"No Matter How Trained, They Cannot Be Self-Supporting.",Lr from G Riddell,article,Archives,None,Archives,"['RIDDELL, GILBERT', 'Blindness', 'HANDICAPS OF']"
1/3/1926,SUFFERS 48TH AMPUTATION.; Soldier of French Foreign Legion Holds to Life Through Surgeons.,Undergoes 48th amputation,article,Archives,None,Archives,"['FROIDEVAUX, ALBERT', 'SURGICAL OPERATIONS', 'AMPUTATIONS']"
1/8/1926,Held as Father of Ashley Baby.,Plans of Amer Jewish Assn for the Blind,article,Archives,None,Archives,"['AMER JEWISH ASSN FOR THE BLIND', 'ASHLEY, EDITH', 'Blindness', 'JEWISH BLIND']"
1/10/1926,TEACHING DEAF CHILDREN.,Lr on teaching deaf children,article,Archives,None,Archives,"['BRADDOCK , GUILBERT C', 'Deafness']"
1/11/1926,"OLDEST THIEF DIES AT 81 IN PRISON HERE; Benjamin Starr, Who Started Career of Crime at 59, Had Been Arrested 14 Times.",Death,article,Archives,None,Archives,"['ENGLISH-SPEAKING UNION', 'AMER JEWISH ASSN FOR THE BLIND', 'WRONKER , LOUIS J', 'STARR, BENJ', 'Blindness', 'JEWISH BLIND']"
1/12/1926,"HELEN KELLER FINDS COOLIDGE CORDIAL; Calls Him ""a Dear President"" and Says His Words for the Blind Are Jewels to Her. EXECUTIVE DEEPLY MOVED His Guest Later Chaffs the Sightless Senator Schall and Kisses Borah.",Talks with Helen Keller,article,Archives,None,Archives,"['AMER FOUNDATION FOR THE BLIND', 'AMER FOUNDATION FOR THE BLIND', 'Keller, Helen', 'BORAH , WM EDGAR', 'Keller, Helen', 'COOLIDGE , CALVIN', 'Keller, Helen', 'SCHALL , THOS D', 'Blindness']"
1/13/1926,MRS. COOLIDGE FINDS TIE WITH HELEN KELLER; Tells Blind Guest They Share the Knowledge That the President Has a Warm Heart.,"Helen Keller visits Washington in interest of $2,000,000 campaign",article,Archives,None,Archives,"['AMER FOUNDATION FOR THE BLIND', 'AMER FOUNDATION FOR THE BLIND', 'Keller, Helen', 'COOLIDGE , CALVIN', 'Blindness']"
1/16/1926,Training the Blind.,Lr from H K Heyman,article,Archives,None,Archives,"['Blindness', 'OCCUPATIONS FOR THE BLIND']"
1/17/1926,The Blind Self-Supporting.,Lr from W I Scandlin on self-supporting blind,article,Archives,None,Archives,"['SCANDLIN, W I', 'Blindness', 'OCCUPATIONS FOR THE BLIND']"
1/28/1926,CUT IN TIRE PRICES IS REPORTED LIKELY; Dealers' Association Plans a Protest if Auto Manufacturers Alone Get the Benefit.,Loses $369,article,Archives,None,Archives,"['MCGILL, JAS V', 'LOST MONEY', 'Blindness']"
1/29/1926,GIVE BASKET TO COOLIDGE.; Graduates of Public School for the Deaf Make Presentation.,"Given artificial flower made by girls of P S for the Deaf, N Y C",article,Archives,None,Archives,"['COOLIDGE , CALVIN', 'COOLIDGE , CALVIN', 'Deafness']"
2/3/1926,SEEKS TO ABOLISH TAX ON PERSONALTY; Assemblyman Shonk Says Law Is a Joke and Enforced Only Here.,Assemblyman Tellier offers bill to raise members' salaries,article,Archives,None,Archives,"['New York State', 'N Y S', 'New York State', 'Phi Beta Kappa', 'BUTLER , NICHOLAS MURRAY', 'TELLIER , HARRY A', 'SHONK , HERBERT B', 'LATTIN , FRANK P', 'SNYDER , WM', 'BURCHILL, THOS F', 'NORDAU, MAX A', 'SCHOLARSHIP, SUPERIORITY IN', 'PROHIBITION', 'STATES, JUDISDICTION OF', 'Blindness', 'HEREDITARY', 'Taxation', 'PERSONAL PROPERTY TAX LAW', 'MARRIAGE AND MARRIAGES', 'PHYSICAL REQUIREMENTS', 'PERSONAL PROPERTY TAX LAW', 'Automobiles', 'Insurance', 'SCHOLARSHIP', 'PROHIBITION', 'ENFORCEMENT LAW', 'CONSTABULARY']"
2/8/1926,WILL EMPLOY LAW TO HELP THE BLIND; Associations Seek Benefits of Measure Allowing Issuance of Business Licenses. WAS PASSED LAST APRIL Organization Ready to Assist the Sightless Newsdealers to Earn a Living.,"L H Carris, managing director, says that though half the 100,000 blind in U S need not have lost sight, better care is now being taken; assn now number 14,000",article,Archives,None,Archives,"['N Y ASSN FOR THE BLIND', 'NATL COM FOR PREVENTION OF BLINDNESS', 'LESLIE, MABEL', 'WOMEN IN INDUSTRY', 'Blindness', 'BUSINESS LICENSES FOR BLIND', 'LABOR', 'HOURS OF LABOR']"
2/14/1926,DEAF SCHOOL CHILDREN SLOW DOWN WORK OF WHOLE CLASS; Twenty States Have Organized Medical Inspection to Lighten the Handicaps of Children Who Are Hard of Hearing,Feature article on work in schools with deaf children,article,Archives,None,Archives,"['Education', 'Deafness']"
3/6/1926,"M'LAUGHLIN ORDERS ALL DETECTIVES OUT FOR 6 A.M. ROUND-UPS; Also Assigns 150 Motorcycle Men to Help in Daybreak Drive on Criminals. GAMBLING RAIDS UPHELD High Court Voids Injunction Obtained by Brooklyn Club -Assails Curb on Police. CRITICIZES JUSTICE STRONG Opinion Scores Magistrates Also -McLaughlin and Craig, Who Argued Appeal, Are Elated. ALL DETECTIVES OUT FOR DAWN ROUND-UP",Pa Supreme Court upholds validity of State law,article,Archives,None,Archives,"['N Y C', 'New York City', 'PA', 'STRONG , SELAH BREWSTER', 'FRIEDMAN, MORRIS', 'MCLAUGHLIN, GEO', 'Deafness', 'Crime and Criminals', 'GAMBLING AND VICE CONDITIONS', 'Crime and Criminals', 'PROHIBITION', 'PADLOCK PROVISION OF LAW']"
3/13/1926,Partly Deaf Men Hear Better on Street Car; Tests Show Rhythmical Noises Are an Aid,Tests to ascertain effect of rhythmical noises on the partially deaf,article,Archives,None,Archives,"['WINSLOW , PAUL', 'Deafness']"
3/14/1926,LIGHTHOUSES FOR BLIND.; Two Reproductions Are a Feature of New Building in 59th Street.,"2 reproductions of lighthouses are feature of new bldg at 111 E 59th St, N Y C",article,Archives,None,Archives,"['N Y ASSN FOR THE BLIND', 'Art', 'THEFTS', 'Blindness']"
3/30/1926,WANT MORE WOMEN ON POLICE FORCE; Women in Conference Vote to Present Their Plea to McLaughlin. CHILD WELFARE DISCUSSE Mrs. Matilda Zeigler Receives Thanks for Her Aid to the Blind.,Conf of Presidents of women's socs under Fed auspices in N Y C; annual convention of Fed to be held in N Y C May 7,article,Archives,None,Archives,"['New York City', 'POLICE DEPT', ""N Y C FED OF WOMEN'S CLUBS"", 'MURRAY, VIRGINIA', 'ZIEGLER , MATILDA', 'MCLAUGHLIN, GEO', 'Blindness', ""ZIEGLER'S MAGAZINE"", 'POLICEWOMEN', 'POLICEWOMEN']"
4/5/1926,"450 BLIND IN CITY WORK AT FIFTY OCCUPATIONS; Survey Shows Seven Practice Law, Eighteen Are Salesmen and Many Run Businesses.",Results of survey made by the N Y Assn for the Blind on number of sightless persons in city in gainful occupations,article,Archives,None,Archives,"['Blindness', 'OCCUPATIONS']"
4/17/1926,"GERMANS GET COCAINE BY COAL TAR PROCESS; Ring Backed by Rich Men Buys Drug at $200 a Pound and Sells It for $3,000 a Pound.",Manufacture of cocaine from coal tar derivatives in Germany,article,Archives,None,Archives,"['EYRE, LINCOLN, DISPATCHES ON', 'NEWS STANDS', 'Blindness', 'COCAINE']"
4/18/1926,ISSUE MAGAZINE FOR BLIND.; New Publication Has Variety of Topics -- Is Printed in Paris.,Will be published monthly by Amer Braille Press,article,Archives,None,Archives,"['Blindness', 'MAGAZINES FOR THE BLIND', 'AMER REVIEW FOR THE BLIND']"
4/24/1926,New York Woman Gets Dana Medal.,L L Schuyler is awarded L Dana Medal for her work in combating preventable blindness in new-born babies,article,Archives,None,Archives,"['SCHUYLER, LOUISA LEE', 'DANA, LESLIE, MEDAL', 'Blindness', 'PREVENTION']"
